seller_id,title,price,location,address,status
209,Mechanical Sneakers,1476.00,"(-2333959.5632403307, -3533021.013685207, 4769845.1033803765)",V9A,AVAILABLE
237,Educational Lamp,7457.00,"(-2327150.7161315517, -3536233.2237540963, 4770791.461366774)",V8P,AVAILABLE
243,Portable Jacket,6324.00,"(-2330885.791274054, -3528324.85538872, 4774821.690818087)",V8T,AVAILABLE
274,High-Resolution Laptop,9958.00,"(-2322323.737240264, -3534447.749357455, 4774465.268774759)",V8O,AVAILABLE
764,Laptop,9490.00,"(-2330089.816989333, -3531573.271936502, 4772808.262012034)",V8U,AVAILABLE
292,Mechanical Textbook,1565.00,"(-2328127.6470932458, -3531738.8401408074, 4773643.206200578)",V9C,AVAILABLE
80,Lightweight Durable Pen,7084.00,"(-2331633.6253163717, -3532131.079464384, 4771641.406371585)",V8O,AVAILABLE
636,Lightweight Black Sneakers,2476.00,"(-2329179.246877906, -3528576.6872131904, 4775468.3157354165)",V9D,AVAILABLE
664,Ballpoint Portable Coffee Mug,5402.00,"(-2327955.1855170364, -3527088.490014663, 4777164.2712025745)",V9D,AVAILABLE
453,High-Resolution Scooter,1589.00,"(-2329049.5236239876, -3526929.176832973, 4776748.468815912)",V9D,AVAILABLE
855,Optical Optical Water Bottle,9543.00,"(-2329715.2869674745, -3535098.620568656, 4770380.641075473)",V8X,AVAILABLE
395,Red Breathable Table,6400.00,"(-2330727.7539097685, -3529396.3425288633, 4774106.893516588)",V8X,AVAILABLE
676,Adjustable Yellow Pen,9087.00,"(-2322707.993606486, -3530830.781103415, 4776953.904725603)",V8M,AVAILABLE
805,Camera,5429.00,"(-2329125.506189603, -3531285.0498900674, 4773492.1503092395)",V8T,AVAILABLE
354,Wooden Ceramic Backpack,172.00,"(-2325590.1016217177, -3529467.701184332, 4776558.956169145)",V9E,AVAILABLE
861,Bicycle,8768.00,"(-2322338.2460969035, -3531138.4499440864, 4776906.253451708)",V8Y,AVAILABLE
638,Breathable Touchscreen Jacket,8605.00,"(-2331577.5088899997, -3529788.7764394674, 4773401.779651936)",V8U,AVAILABLE
34,Green Durable Lamp,5392.00,"(-2329714.7565266024, -3529117.0595532213, 4774807.74161815)",V8Z,AVAILABLE
428,Wireless Table,9955.00,"(-2328754.000100672, -3534671.4500490134, 4771166.480374325)",V8Y,AVAILABLE
835,Lined Educational Tablet,6627.00,"(-2322460.825572436, -3532008.5192737905, 4776203.363518221)",V8S,AVAILABLE
287,White Multifunction Headphones,5170.00,"(-2324698.736583612, -3531009.138447325, 4775853.566070889)",V8N,AVAILABLE
455,Camera,1498.00,"(-2331475.5028467607, -3529770.985848564, 4773464.758779632)",V8O,AVAILABLE
821,Yellow Lined Backpack,7159.00,"(-2327431.4759159535, -3534651.236287427, 4771826.736057319)",V8X,AVAILABLE
638,Touchscreen Smartphone,1675.00,"(-2325322.649275978, -3529785.172550827, 4776454.568885637)",V8R,AVAILABLE
656,Apple,6013.00,"(-2324782.610638231, -3529655.829360262, 4776813.0145277)",V8X,AVAILABLE
96,Water Bottle,2024.00,"(-2324783.246355233, -3531492.1784388535, 4775455.254456399)",V8S,AVAILABLE
65,Red Camera,4687.00,"(-2331960.2938477485, -3531220.679841906, 4772155.564773468)",V9B,AVAILABLE
778,Mechanical Scooter,2752.00,"(-2322894.4857620746, -3532911.6814961582, 4775324.417773952)",V8U,AVAILABLE
385,Printer,3840.00,"(-2325124.875191882, -3528979.8889149623, 4777145.831416672)",V8P,AVAILABLE
237,High-Resolution Breathable Mouse,5193.00,"(-2324992.0354708796, -3538187.0099285427, 4770395.345670409)",V8M,AVAILABLE
328,Textbook,685.00,"(-2330558.806897019, -3531956.201004733, 4772295.891706942)",V9B,AVAILABLE
17,Green Breathable Book,5707.00,"(-2325811.68580435, -3537364.482532444, 4770605.7850254085)",V8O,AVAILABLE
160,Ceramic Mouse,6735.00,"(-2331788.25402129, -3531087.350375667, 4772338.284179915)",V8W,AVAILABLE
654,Multifunction Scooter,9942.00,"(-2327031.926744717, -3531244.334421884, 4774543.2136224415)",V8O,AVAILABLE
731,Jacket,4146.00,"(-2328500.076696482, -3536137.7265796224, 4770203.811967448)",V8M,AVAILABLE
717,Educational Red Apple,2175.00,"(-2325875.48114863, -3529470.9394057267, 4776417.608449463)",V9A,AVAILABLE
449,Educational Keyboard,5928.00,"(-2325045.7094787597, -3532048.9919544137, 4774915.643599604)",V8T,AVAILABLE
974,Smartphone,7843.00,"(-2326426.021092995, -3531918.146468439, 4774340.081231371)",V8Y,AVAILABLE
712,Ceramic Book,7546.00,"(-2328763.448394448, -3528320.3234174326, 4775860.501836868)",V9E,AVAILABLE
969,Scooter,5325.00,"(-2331675.2390074152, -3531914.7012334103, 4771781.235475388)",V8Y,AVAILABLE
135,Smartphone,821.00,"(-2322072.1777217668, -3531388.0586447124, 4776851.077533821)",V8U,AVAILABLE
605,Lined Keyboard,2105.00,"(-2327473.4934750483, -3537321.270583346, 4769827.292688245)",V8Z,AVAILABLE
748,Sneakers,7714.00,"(-2323482.202818605, -3537063.376413812, 4771963.973108067)",V8V,AVAILABLE
609,Ballpoint Headphones,3125.00,"(-2328585.726756291, -3529298.7072959775, 4775224.2024903735)",V8O,AVAILABLE
250,Portable Tablet,3088.00,"(-2326365.690429255, -3534855.0634473874, 4772195.4476988865)",V8S,AVAILABLE
949,High-Resolution Monitor,9507.00,"(-2329805.791684526, -3530216.2583330288, 4773950.688754377)",V8V,AVAILABLE
845,Wooden Mouse,1943.00,"(-2331277.515285698, -3531490.938995847, 4772289.170905046)",V8U,AVAILABLE
649,Green Camera,1607.00,"(-2331115.677468355, -3530494.0211922247, 4773105.770964144)",V8X,AVAILABLE
893,White Table,7389.00,"(-2323237.902130369, -3535744.6610613936, 4773060.064372199)",V8P,AVAILABLE
730,Ergonomic Mouse,3572.00,"(-2323553.148477452, -3532182.1275614724, 4775543.65702585)",V8T,AVAILABLE
535,Printer,7322.00,"(-2322826.0384559366, -3535932.4223612696, 4773121.4247900145)",V8U,AVAILABLE
165,Durable Red Pen,6163.00,"(-2328830.872337916, -3532316.9805714, 4772872.358762255)",V9D,AVAILABLE
432,Car,1129.00,"(-2322570.5511629735, -3534154.542150819, 4774562.25671938)",V8S,AVAILABLE
842,Pen,1480.00,"(-2326185.162866826, -3528478.105978709, 4777000.301435111)",V8M,AVAILABLE
232,Black Ballpoint Apple,5892.00,"(-2323141.6027317364, -3532888.439804177, 4775221.39819496)",V8Y,AVAILABLE
514,Portable Apple,4896.00,"(-2325275.8565563206, -3529310.9391341363, 4776827.767676828)",V9C,AVAILABLE
529,Yellow Adjustable Laptop,1608.00,"(-2327749.2675151657, -3534794.569546496, 4771565.543394663)",V9A,AVAILABLE
369,Sneakers,6589.00,"(-2331380.9839859027, -3534163.0024666805, 4770260.1203423515)",V8N,AVAILABLE
738,Fast Keyboard,6345.00,"(-2330743.567856932, -3533364.844122348, 4771162.78651628)",V8W,AVAILABLE
487,Mechanical Optical Pen,4035.00,"(-2322743.7035383307, -3529934.9748251652, 4777598.538743403)",V8M,AVAILABLE
543,Headphones,100.00,"(-2329582.944649031, -3535549.662072317, 4770110.997371515)",V9E,AVAILABLE
827,Blue Wooden Tablet,6610.00,"(-2331802.8098279834, -3531481.472650314, 4772039.532592944)",V8R,AVAILABLE
852,Black Book,4753.00,"(-2327283.9804424923, -3526961.6071008346, 4777584.968646444)",V9A,AVAILABLE
6,Insulated Adjustable Keyboard,3751.00,"(-2332692.4323227205, -3531782.526969454, 4771381.899890385)",V9C,AVAILABLE
540,Insulated White Scooter,856.00,"(-2330113.6021420374, -3533029.4577981755, 4771718.81900715)",V8M,AVAILABLE
501,Printer,5667.00,"(-2332406.486757447, -3531639.6389892604, 4771627.445335143)",V9C,AVAILABLE
217,Educational Mouse,1575.00,"(-2321626.825967749, -3531905.342839822, 4776685.102284892)",V9A,AVAILABLE
495,Coffee Mug,7538.00,"(-2320472.8985472247, -3531701.523916178, 4777396.457203441)",V8N,AVAILABLE
670,Bicycle,8477.00,"(-2322744.544224644, -3529998.1048179613, 4777551.485696438)",V8N,AVAILABLE
979,Desk Chair,1535.00,"(-2322144.6221413524, -3534895.9399730572, 4774220.573417821)",V8T,AVAILABLE
445,Lamp,1835.00,"(-2329269.7371443706, -3534431.5407039886, 4771092.454765913)",V9C,AVAILABLE
310,Fast High-Resolution Headphones,5958.00,"(-2323112.9361458477, -3535239.7277986426, 4773494.882068064)",V8W,AVAILABLE
784,Tablet,6815.00,"(-2321789.9937505713, -3530764.1343481694, 4777449.412473599)",V8U,AVAILABLE
854,Ergonomic Durable Apple,2981.00,"(-2323357.880234767, -3536028.6503937333, 4772791.277666527)",V9E,AVAILABLE
937,Black Adjustable Textbook,6524.00,"(-2326911.318958471, -3532383.808025534, 4773759.041125345)",V9E,AVAILABLE
28,Ballpoint Green Water Bottle,8640.00,"(-2325759.0552712283, -3534725.9926757086, 4772586.721029866)",V8O,AVAILABLE
121,Wireless Book,2706.00,"(-2331310.5121526993, -3532313.219360027, 4771664.453048299)",V8P,AVAILABLE
493,Coffee Mug,551.00,"(-2327642.7537443046, -3530547.184965624, 4774761.022490752)",V8Y,AVAILABLE
480,Car,7010.00,"(-2325536.56375154, -3536703.192084995, 4771230.161915738)",V8N,AVAILABLE
515,Touchscreen Textbook,7466.00,"(-2327253.180992178, -3532617.835045462, 4773419.204229238)",V8P,AVAILABLE
902,Yellow Water Bottle,6563.00,"(-2327435.1810524096, -3531102.919590033, 4774451.244434933)",V9A,AVAILABLE
110,Jacket,6522.00,"(-2330913.1583599364, -3533973.7787525374, 4770628.911946308)",V8O,AVAILABLE
86,Blue Pen,6047.00,"(-2327316.5631419057, -3534872.680652073, 4771718.745140892)",V9B,AVAILABLE
725,Keyboard,5943.00,"(-2323356.0590241556, -3533762.9592781556, 4774469.9189390065)",V8N,AVAILABLE
499,Lined Desk Chair,9201.00,"(-2327189.757965126, -3526869.4299581693, 4777698.911680471)",V8V,AVAILABLE
467,Breathable White Printer,8610.00,"(-2331633.3778311927, -3531815.4959910396, 4771875.116752855)",V8O,AVAILABLE
821,Multifunction Tablet,8125.00,"(-2327559.0798284253, -3531197.004875864, 4774321.258450041)",V9C,AVAILABLE
550,Pen,4776.00,"(-2328772.1505592787, -3527519.110659715, 4776448.0768594155)",V8Z,AVAILABLE
726,Textbook,9543.00,"(-2323107.195105076, -3531175.5990471514, 4776504.881706813)",V9A,AVAILABLE
203,Coffee Mug,5371.00,"(-2324919.4266014337, -3537916.80669445, 4770631.128576618)",V8R,AVAILABLE
95,Mechanical Fast Keyboard,4515.00,"(-2331451.053859589, -3531975.1744790897, 4771846.014546615)",V8X,AVAILABLE
219,Bicycle,1364.00,"(-2332952.526652463, -3531781.2894413234, 4771255.649004994)",V8N,AVAILABLE
724,Insulated Coffee Mug,8694.00,"(-2326786.6592635885, -3529425.071318326, 4776007.699370534)",V8P,AVAILABLE
748,Apple,7637.00,"(-2329774.7553577158, -3527703.776605743, 4775822.723892028)",V8P,AVAILABLE
448,Ballpoint Adjustable Book,4891.00,"(-2325521.555027541, -3530873.802004289, 4775553.028461318)",V8X,AVAILABLE
380,High-Resolution Lined Car,8269.00,"(-2326099.5440299325, -3534468.929690362, 4772611.165027087)",V8S,AVAILABLE
685,Camera,6196.00,"(-2327237.478696965, -3536649.081566619, 4770440.863046746)",V8V,AVAILABLE
449,Green Apple,3785.00,"(-2328918.817929126, -3528017.0152372774, 4776008.806096976)",V8O,AVAILABLE
709,Laptop,898.00,"(-2327070.948211537, -3537704.580553223, 4769739.420444958)",V8S,AVAILABLE
492,Ergonomic Book,2521.00,"(-2326430.867810172, -3530836.386507103, 4775137.784948355)",V8Y,AVAILABLE
445,Mechanical Scooter,1316.00,"(-2325639.418377748, -3537809.147467044, 4770360.024988692)",V8M,AVAILABLE
582,Insulated Desk Chair,2913.00,"(-2328979.5251513957, -3534281.0166416895, 4771345.628127956)",V8T,AVAILABLE
424,Mechanical Monitor,8673.00,"(-2324834.940942464, -3534733.2630607532, 4773031.562079695)",V8S,AVAILABLE
371,Ceramic Smartphone,1491.00,"(-2327558.8900931776, -3530127.4261886673, 4775112.250433784)",V8U,AVAILABLE
52,Lightweight Bicycle,2373.00,"(-2329497.6886736937, -3533629.0053426395, 4771575.58960236)",V8W,AVAILABLE
379,Smartphone,2591.00,"(-2323825.28667492, -3529887.8080128026, 4777107.4026105795)",V8W,AVAILABLE
805,Green Touchscreen Monitor,5829.00,"(-2324245.275291285, -3535695.3400039063, 4772606.143312561)",V8U,AVAILABLE
64,Yellow Portable Coffee Mug,97.00,"(-2324750.921501485, -3532508.598445686, 4774719.174057181)",V8S,AVAILABLE
217,Breathable Apple,234.00,"(-2330409.654685538, -3530121.066807043, 4773726.336024881)",V8O,AVAILABLE
14,Red Tablet,9801.00,"(-2328982.4853580613, -3526283.434606185, 4777257.870153273)",V9B,AVAILABLE
397,Ballpoint Adjustable Textbook,5631.00,"(-2323392.9966086918, -3535274.4044677424, 4773332.8927122755)",V8M,AVAILABLE
878,Wireless Monitor,3997.00,"(-2327429.0293593956, -3532369.685590538, 4773517.105221285)",V9E,AVAILABLE
513,Backpack,8359.00,"(-2330296.997706505, -3534428.274792798, 4770593.224018293)",V9C,AVAILABLE
471,Red High-Resolution Laptop,7611.00,"(-2334052.398586052, -3533285.840282943, 4769603.506344605)",V9D,AVAILABLE
348,Wooden Pen,6832.00,"(-2328564.8309734515, -3536591.0939092548, 4769836.087189928)",V8U,AVAILABLE
646,Green Wooden Book,9687.00,"(-2328176.1640571863, -3534947.581691648, 4771243.902802742)",V8X,AVAILABLE
744,White Backpack,6834.00,"(-2328265.5178287746, -3532552.2683519996, 4772974.039953982)",V8V,AVAILABLE
836,Apple,2878.00,"(-2323147.877798577, -3532183.9234378096, 4775739.4930116795)",V9A,AVAILABLE
206,Educational Adjustable Camera,8204.00,"(-2325438.9006493273, -3531574.4027069043, 4775075.202938298)",V9B,AVAILABLE
885,Fast Wireless Coffee Mug,74.00,"(-2323471.457630374, -3532983.7316706344, 4774990.405597861)",V8U,AVAILABLE
587,White Fast Textbook,1637.00,"(-2322741.2891631946, -3533452.450284205, 4774998.818996822)",V9C,AVAILABLE
817,Adjustable Tablet,6757.00,"(-2325979.3945499156, -3538209.951918572, 4769896.983006822)",V8P,AVAILABLE
506,Table,725.00,"(-2327778.7463290645, -3528183.317467027, 4776441.732368359)",V9B,AVAILABLE
800,Apple,4337.00,"(-2327754.1344556944, -3536691.898185872, 4770157.035471142)",V8Z,AVAILABLE
314,Portable Portable Printer,2676.00,"(-2324945.1635477995, -3536040.9282954624, 4772009.176032571)",V9C,AVAILABLE
914,High-Resolution Camera,7421.00,"(-2327541.7891444988, -3529416.495567076, 4775646.077425445)",V8Y,AVAILABLE
137,Mouse,6982.00,"(-2330384.80598056, -3531722.136582221, 4772554.079552589)",V8U,AVAILABLE
29,Bicycle,1783.00,"(-2329366.740150229, -3533183.8503676113, 4771969.143404786)",V8R,AVAILABLE
678,Car,7372.00,"(-2326175.9046034976, -3538187.066378622, 4769818.128647794)",V8Y,AVAILABLE
286,Lined Printer,6733.00,"(-2321880.3930926705, -3533370.8013126208, 4775477.908736175)",V8X,AVAILABLE
523,Water Bottle,4483.00,"(-2322814.07777677, -3533151.2673639543, 4775186.270527102)",V8U,AVAILABLE
831,Black Wireless Desk Chair,8389.00,"(-2330736.233377531, -3531210.767349979, 4772760.8533422975)",V8W,AVAILABLE
358,Smartphone,9853.00,"(-2328969.6220605588, -3529749.6166556836, 4774703.674518677)",V8P,AVAILABLE
309,Educational Insulated Table,5528.00,"(-2331819.422702403, -3532317.870996398, 4771412.33539623)",V8P,AVAILABLE
589,Insulated Wireless Desk Chair,9832.00,"(-2323608.999611586, -3536401.9644187256, 4772392.418819247)",V8Z,AVAILABLE
95,Green Jacket,4923.00,"(-2320651.262896886, -3531266.1390849086, 4777631.652523188)",V8Z,AVAILABLE
838,Blue Car,3021.00,"(-2320256.4061261844, -3532066.3282925715, 4777231.9075586265)",V8S,AVAILABLE
529,Fast Blue Backpack,7394.00,"(-2329182.2218561275, -3535933.3981498126, 4770022.244965119)",V8M,AVAILABLE
821,Touchscreen Book,5726.00,"(-2332483.6242060172, -3532771.216525058, 4770752.006835696)",V8M,AVAILABLE
304,Camera,7129.00,"(-2322505.58177759, -3531265.8871251415, 4776730.690887045)",V9B,AVAILABLE
593,Portable Multifunction Keyboard,1451.00,"(-2331009.880301287, -3529834.683457939, 4773645.051909408)",V9D,AVAILABLE
184,Mouse,9269.00,"(-2321273.1004903917, -3532547.5287600667, 4776382.123136179)",V8W,AVAILABLE
983,Ballpoint Educational Mouse,4559.00,"(-2328436.3943654923, -3528240.546320048, 4776078.898104744)",V8R,AVAILABLE
759,Touchscreen Ballpoint Monitor,3214.00,"(-2325560.1765581705, -3534377.5203574505, 4772941.697215948)",V8W,AVAILABLE
619,Ceramic Bicycle,4557.00,"(-2320377.0261044065, -3532093.0342991287, 4777153.576137828)",V8M,AVAILABLE
483,Breathable Durable Desk Chair,3536.00,"(-2332920.7760448745, -3532647.891962915, 4770629.576935538)",V9B,AVAILABLE
694,White Tablet,5218.00,"(-2328631.472269444, -3534438.745269593, 4771398.668998154)",V9D,AVAILABLE
861,Monitor,8840.00,"(-2332539.268828045, -3531046.9915384585, 4772001.125224755)",V8W,AVAILABLE
154,White Smartphone,1984.00,"(-2329848.1286516706, -3531257.7744414997, 4773159.673014174)",V9A,AVAILABLE
732,Wireless Touchscreen Laptop,2390.00,"(-2329191.644003978, -3534660.5139332474, 4770960.948589623)",V8P,AVAILABLE
718,Breathable Red Coffee Mug,7692.00,"(-2326488.352877136, -3528865.0889121033, 4776566.7758766245)",V8R,AVAILABLE
550,Black White Camera,7705.00,"(-2328464.291684553, -3532642.2442439403, 4772810.477355778)",V8O,AVAILABLE
371,Car,32.00,"(-2321598.914831623, -3534226.2672979715, 4774981.696972008)",V9A,AVAILABLE
311,Ceramic Keyboard,6410.00,"(-2324783.208461966, -3529780.5208472824, 4776720.584723831)",V8M,AVAILABLE
276,Table,1444.00,"(-2322436.9362186715, -3535198.3903902047, 4773854.423219642)",V8M,AVAILABLE
538,Mechanical Scooter,1784.00,"(-2320838.944689877, -3532517.3800604166, 4776615.390483712)",V8Y,AVAILABLE
235,Mechanical Blue Camera,7677.00,"(-2322944.879329509, -3532959.0426908974, 4775264.864537823)",V9A,AVAILABLE
832,Keyboard,2960.00,"(-2325565.701348852, -3531882.6550889886, 4774785.452312531)",V8N,AVAILABLE
402,Multifunction Multifunction Book,277.00,"(-2324991.5254971525, -3536871.9740261934, 4771370.67119486)",V9C,AVAILABLE
931,Book,7948.00,"(-2328588.4727374376, -3532736.5817249953, 4772680.065225442)",V8V,AVAILABLE
146,White Tablet,5400.00,"(-2327863.4019680596, -3530910.5601363303, 4774384.738824411)",V8R,AVAILABLE
545,High-Resolution Book,999.00,"(-2327146.5521792574, -3536712.4010438914, 4770438.2768469555)",V8O,AVAILABLE
521,Backpack,5753.00,"(-2325866.6953992858, -3529659.527435599, 4776282.52638383)",V9E,AVAILABLE
647,Lined Apple,3552.00,"(-2332239.8179763993, -3532185.4133300646, 4771304.923553694)",V8N,AVAILABLE
991,Red Multifunction Scooter,8411.00,"(-2322035.6436777, -3533442.3133059074, 4775349.508073067)",V8S,AVAILABLE
646,Blue Lamp,9257.00,"(-2331433.908055496, -3530466.8702615197, 4772970.421716324)",V8Z,AVAILABLE
924,High-Resolution Black Headphones,1107.00,"(-2328365.6793303667, -3526106.8116936884, 4777688.881882935)",V9C,AVAILABLE
136,Ceramic Red Car,8698.00,"(-2330708.7999348072, -3535208.342733747, 4769813.990041558)",V9C,AVAILABLE
230,Blue Pen,27.00,"(-2323928.922305213, -3534929.8113100277, 4773327.207452783)",V8R,AVAILABLE
612,Wooden Camera,6661.00,"(-2324357.1727504637, -3537071.1577239316, 4771532.080464823)",V8X,AVAILABLE
123,Mechanical Printer,6870.00,"(-2325015.227004301, -3532548.238805025, 4774561.149565231)",V9D,AVAILABLE
903,Multifunction Smartphone,5107.00,"(-2329236.4127166523, -3531941.5087039247, 4772952.3304756675)",V9D,AVAILABLE
549,Textbook,8401.00,"(-2328258.363262553, -3528469.884274269, 4775996.263178135)",V9E,AVAILABLE
392,Multifunction Blue Book,3325.00,"(-2330573.4081359333, -3530718.652713797, 4773204.418510958)",V8O,AVAILABLE
704,Adjustable Jacket,872.00,"(-2326037.1793673406, -3535265.4600515217, 4772051.571744748)",V8X,AVAILABLE
130,Mouse,1993.00,"(-2329219.956202949, -3531976.5098247104, 4772934.460674732)",V9A,AVAILABLE
216,Wooden Insulated Scooter,5814.00,"(-2331686.8144990937, -3529834.4917707304, 4773314.581715807)",V8S,AVAILABLE
608,Camera,474.00,"(-2323928.394852871, -3532923.387211913, 4774812.68657857)",V8U,AVAILABLE
566,Bicycle,2042.00,"(-2321963.554157901, -3534455.3620217536, 4774634.811507796)",V9C,AVAILABLE
176,Textbook,2891.00,"(-2328318.6479910887, -3532525.132210047, 4772968.206467055)",V8X,AVAILABLE
815,Green Mechanical Desk Chair,9007.00,"(-2328823.983006039, -3526095.2386646695, 4777474.046006554)",V8P,AVAILABLE
405,Printer,4383.00,"(-2325165.6074508782, -3529942.927018541, 4776414.4361794405)",V8R,AVAILABLE
692,Wooden Lightweight Car,3763.00,"(-2327074.5508641377, -3532334.74267431, 4773715.778787054)",V8P,AVAILABLE
530,Lightweight Black Headphones,3243.00,"(-2325506.8045906466, -3529075.6977882492, 4776889.140152509)",V9E,AVAILABLE
447,Keyboard,8497.00,"(-2329651.3636038546, -3529908.5561357182, 4774253.569470577)",V8V,AVAILABLE
705,Backpack,8121.00,"(-2323138.5236824783, -3534971.482601045, 4773681.079963739)",V8P,AVAILABLE
542,Backpack,7140.00,"(-2322794.4942872557, -3531025.3588289684, 4776768.017063376)",V8W,AVAILABLE
626,Breathable Blue Scooter,2126.00,"(-2328185.6548349154, -3529254.713183623, 4775451.78619951)",V8X,AVAILABLE
108,Multifunction Lamp,4631.00,"(-2328576.5577509766, -3532866.6476310943, 4772589.601146577)",V9B,AVAILABLE
124,Book,1999.00,"(-2332215.447782928, -3532496.172904977, 4771086.766110879)",V8V,AVAILABLE
315,Wireless Keyboard,5883.00,"(-2327304.771548324, -3533840.8192699715, 4772488.721894871)",V8S,AVAILABLE
586,Table,4816.00,"(-2324438.2167159882, -3535528.1258222964, 4772636.051954274)",V9B,AVAILABLE
571,Notebook,8902.00,"(-2323734.572116037, -3530189.8825413245, 4776928.3088381775)",V9B,AVAILABLE
508,Backpack,90.00,"(-2330919.713106485, -3529600.4814821393, 4773862.248577836)",V8N,AVAILABLE
396,Ergonomic Insulated Car,8748.00,"(-2329870.872339794, -3532201.99527003, 4772449.8760130545)",V8Y,AVAILABLE
744,Backpack,8010.00,"(-2329671.410748113, -3529278.879398676, 4774709.283882875)",V8S,AVAILABLE
662,Breathable Fast Apple,7597.00,"(-2325171.422752259, -3537034.1467962167, 4771162.78651628)",V8P,AVAILABLE
482,Apple,3270.00,"(-2328102.488138805, -3536663.3391699805, 4770008.204009397)",V8V,AVAILABLE
514,Wireless Scooter,8621.00,"(-2327867.192214413, -3531310.470440007, 4774087.109908716)",V8N,AVAILABLE
707,Durable Car,5213.00,"(-2328125.3922182093, -3533140.5351643986, 4772606.95564919)",V8M,AVAILABLE
910,Textbook,5528.00,"(-2325614.047214522, -3534444.883801947, 4772865.565149383)",V8P,AVAILABLE
642,Ceramic High-Resolution Car,9839.00,"(-2328459.389154949, -3527031.2958499216, 4776960.7646887135)",V8Z,AVAILABLE
173,Optical Insulated Jacket,5631.00,"(-2331381.874577663, -3529482.558373498, 4773723.752088301)",V9D,AVAILABLE
481,Educational Red Scooter,8126.00,"(-2321766.1980963256, -3534374.7275318936, 4774790.47110815)",V8O,AVAILABLE
722,Wooden Ergonomic Printer,4441.00,"(-2323582.57054857, -3534065.2852944834, 4774135.904364614)",V8N,AVAILABLE
